"Ne"	"n_p"	"r_m"	"z1_opt"	"z2_opt"	"r_selection"	"ln_z1"	"ln_z2"	"var1"	"var_2"
"100"	1000	20	0.9	1	1	-0.9	-0.00946392022845905	-0.00454838377683407	0.0029039441348404	0.00238162963257888
"101"	1000	20	0.5	10	1	0	0.0997894187269186	0.0414075064435848	0.0055114072593544	0.00636532685060159
"102"	1000	20	0.5	10	1	0.5	0.136160526675171	-0.0603589553093685	0.00801024193644779	0.00588647896066927
"103"	1000	20	0.5	10	1	0.9	0.406852228935106	-0.357773327190173	0.00345542739562696	0.00537833583785691
"104"	1000	20	0.5	10	1	-0.5	0.153036164964031	0.0961240203311576	0.00426881977885803	0.00354169425021813
"105"	1000	20	0.5	10	1	-0.9	0.538504567166433	0.492005644102968	0.00325594715853741	0.00299034665908613
"106"	1000	20	0.5	10	10	0	0.121897385347156	0.128694175345037	0.00384280034554161	0.00662723027310753
"107"	1000	20	0.5	10	10	0.5	0.0917938497016611	0.11181332936463	0.00479842922612517	0.00398417778182792
"108"	1000	20	0.5	10	10	0.9	0.0468786139622932	0.0635822644334111	0.00323967384955209	0.00362835827878286
"109"	1000	20	0.5	10	10	-0.5	0.266724994524536	0.231484656539979	0.00383332382922639	0.00445304818531486
"110"	1000	20	0.5	10	10	-0.9	1.03514688893885	1.04176428621672	0.00219338956551038	0.00598177153033211
"111"	1000	20	0.5	10	0.1	0	0.108743424601922	-0.0815941632986346	0.00472651575853213	0.00570884606206183
"112"	1000	20	0.5	10	0.1	0.5	0.185175586485289	-0.182934460728682	0.00308680137308229	0.00337341223720244
"113"	1000	20	0.5	10	0.1	0.9	0.722944639938238	-0.786015529163394	0.00146132375062226	0.00476430683648866
"114"	1000	20	0.5	10	0.1	-0.5	0.0889172737062014	-0.051334247803255	0.00553407023403027	0.00320996380219706
"115"	1000	20	0.5	10	0.1	-0.9	0.0491521467552107	-0.0419403895394021	0.00253841328722018	0.0036660114374153
"116"	1000	20	0.5	1	1	0	-0.00596761405869149	0.00493225138617556	0.00738122732995774	0.00197008011230079
"117"	1000	20	0.5	1	1	0.5	0.0367593151632147	-0.000542370034979097	0.00459736419515753	0.00225929241775815
"118"	1000	20	0.5	1	1	0.9	0.00198391595803268	-0.0277593888935728	0.0044325027621824	0.00536019760091777
"119"	1000	20	0.5	1	1	-0.5	0.00177140540807051	-0.00697341158752962	0.002974481386893	0.0047611375295736
"120"	1000	20	0.5	1	1	-0.9	0.00786577271815068	-0.0054852141654677	0.00241430985026927	0.00316712527727649
"121"	1000	30	0.9	10	1	0	0.0990724521544273	0.0799396531196908	0.00532777631499199	0.00599232608755278
"122"	1000	30	0.9	10	1	0.5	0.131496464479529	0.0046717137106723	0.00456808679913759	0.00683284850334547
"123"	1000	30	0.9	10	1	0.9	0.295626436208163	-0.174665294145191	0.00444493943699046	0.00258465491242656
"124"	1000	30	0.9	10	1	-0.5	0.21492798912366	0.169017361420128	0.00474495656417399	0.00388502995106908
"125"	1000	30	0.9	10	1	-0.9	0.637795439466315	0.593109190066602	0.00311241124457552	0.00294739317597973
"126"	1000	30	0.9	10	10	0	0.171481889191506	0.165889772592214	0.00402228900707606	0.00699276384391682
"127"	1000	30	0.9	10	10	0.5	0.11827490313072	0.101438779110602	0.00307405693280089	0.00307240460207978
"128"	1000	30	0.9	10	10	0.9	0.0936094771907557	0.111326263694155	0.00245713852412699	0.00559482996357776
"129"	1000	30	0.9	10	10	-0.5	0.305653151311079	0.309800791031927	0.00230510220065681	0.00399973607801009
"130"	1000	30	0.9	10	10	-0.9	1.23658935096742	1.2466046180884	0.00397976471672462	0.00390242180346686
"131"	1000	30	0.9	10	0.1	0	0.071199427132824	-0.0217842937841151	0.00435716657559873	0.0046685503581155
"132"	1000	30	0.9	10	0.1	0.5	0.0997771246477085	-0.0908342840751661	0.00599628870675662	0.00635603984466276
"133"	1000	30	0.9	10	0.1	0.9	0.454307938702102	-0.483864711349425	0.00255425649690848	0.00308369879861516
"134"	1000	30	0.9	10	0.1	-0.5	0.0444416534381829	-0.0230886332466103	0.00378784583470737	0.00321404751395025
